addr_postc,addr_subur,air_condit,amenity,biergarten,brand,capacity,contact_ph,contact_we,cuisine,delivery,descriptio,diet_vegan,diet_veget,indoor_sea,indoor_s_1,internet_a,internet_1,name,opening_ho,outdoor_se,smoking,takeaway,wheelchair,Lat,Lon,Brick
10245,,false,restaurant,,,,,,austrian,,"Kitchen hours:

Weekdays 9:30 - 15:00 
Weekends 9:30 - 16:00",yes,yes,true,,,,Tucker Brunch Bar,"Mo,We-Su 09:30-17:00; Tu off",yes,outside,yes,limited,52.507337000000000,13.467442999999999,Friedrichshain-Kreuzberg
10437,Prenzlauer Berg,false,restaurant,,,,,https://wenchengnoodles.de/,chinese,,,yes,yes,true,,no,,Wen Cheng I,"Mo,We-Fr 17:00-21:30; Sa-Su 12:00-15:00,17:00-21:30",yes,,yes,limited,52.546213999999999,13.413425999999999,Pankow
13469,,,restaurant,,,,,,greek,,,,,,,,,Dionysos,"Mo-Sa 12:00-23:30; Su,PH 12:00-23:00",,,,,52.609960000000001,13.330423000000000,Reinickendorf
10115,Mitte,,restaurant,,,,,,georgian,,,,,true,,,,Kin Za,,yes,,,yes,52.524912000000000,13.395837999999999,Mitte
12279,,,restaurant,,,,,,croatian,,,,,,,,,Restaurant Split,,,,,,52.408371000000002,13.359095000000000,Tempelhof-Schöneberg
10245,,,restaurant,,,,,,chinese,,,yes,yes,true,,,,Wen Cheng III,"Tu-Su 17:00-22:00, Su 12:00-15:00",yes,,,yes,52.508496000000001,13.455276000000000,Friedrichshain-Kreuzberg
10717,Wilmersdorf,,restaurant,,,,,,lebanese,,,,,,,,,Assatir,,,,yes,no,52.489449000000000,13.322564000000000,Charlottenburg-Wilmersdorf
10779,Wilmersdorf,,restaurant,,,,+49 30 46736538,http://www.tastycuisineberlin.de,vietnamese,,,,yes,true,,,,Tasty Cuisine,11:30-22:00,yes,,,,52.493004999999997,13.332406000000001,Charlottenburg-Wilmersdorf
13088,,,restaurant,,,,,,african,yes,,yes,yes,,,,,Sahara Imbiss,Mo-Su 12:00-21:30,yes,,yes,no,52.548741999999997,13.452162000000000,Pankow
13088,Weißensee,,restaurant,,,,,,turkish,,,,yes,true,,,,Mercan Döner,,yes,,,yes,52.549922000000002,13.457604000000000,Pankow
10999,Kreuzberg,,restaurant,,,,+49 30 65483962,https://comcha.business.site/,vietnamese,,,only,,true,,,,Comcha,"Mo-Fr 11:30-23:00; Sa-Su 12:00-23:00",yes,outside,,no,52.501007000000001,13.417106000000000,Friedrichshain-Kreuzberg
10437,Prenzlauer Berg,,restaurant,,,,+49 30 63412066,https://muschelbar.com/,belgian,,"Muscheln, Moules Frites",,yes,,,,,Muschelbar,We-Mo 17:00-23:00,sidewalk,,,yes,52.542440999999997,13.420947000000000,Pankow
,,,restaurant,,,,,,vietnamese,,,,,,,,,Hanoi Aroma,"Mo-Fr 11:00-22:00; PH,Sa,Su 15:00-22:00",,,,no,52.524251999999997,13.349216000000000,Mitte
12681,,,restaurant,,,,,,lebanese,,,,,,,,,Tabbouleh Libanesische Spezialitäten,,,,,,52.526322999999998,13.532890999999999,Marzahn-Hellersdorf
13627,,,restaurant,,,,,,balkan,,,,,,,,,Stari Most,Tu-Su 12:00-23:00,,,,yes,52.537351000000001,13.285773000000001,Charlottenburg-Wilmersdorf
,,,restaurant,,,,+49 30 42141971,https://five-rivers.de/,vietnamese,,Minimum 20 € für Kartenzahlung,yes,yes,true,,,,Five Rivers,Mo-Su 11:00-23:00,yes,,,,52.521422000000001,13.384816000000001,Mitte
10551,,false,restaurant,,,,,,balkan,,,,,,,,,Sljiva,Mo-Fr 16:00-22:00,,no,,yes,52.527859999999997,13.338960000000000,Mitte
10249,Friedrichshain,,restaurant,,,,,http://kim999.de,asian,yes,,yes,yes,,,,,Kim999,"Mo-Fr 11:30-22:00; Sa, Su 13:00-22:00",yes,,,yes,52.525072000000002,13.421245000000001,Friedrichshain-Kreuzberg
10557,,false,restaurant,,,,,,asian,,,yes,yes,true,,,,Saigon Bowl,Mo-Su 11:30-22:00,yes,outside,,no,52.535378000000001,13.357695000000000,Mitte
10997,,,restaurant,,,,,,indian,,"Indisch, tibetisch",,,,,,,Kanchi,,,,,,52.498289000000000,13.436127000000001,Friedrichshain-Kreuzberg
13469,,,restaurant,,,,,,indian,yes,,,,true,,,,Tikka Haus,Mo-Su 11:00-23:00,no,,yes,,52.606515000000002,13.319318000000001,Reinickendorf
13088,,,restaurant,,,,,,indian,,,,yes,,,,,Masala Imbiss,Mo-Su 12:00-22:00,,,yes,,52.549723000000000,13.456638999999999,Pankow
,,,restaurant,,,,,,indian,,indisch/ nepalesisch,,,,,,,Muna,Tu-Su 12:00-22:00,yes,,,no,52.449668000000003,13.316665000000000,Steglitz-Zehlendorf
,,,restaurant,,,,,,italian,,,,,,,,,Paulo Scutarro,,,,,,52.501761999999999,13.317284000000001,Charlottenburg-Wilmersdorf
10437,Prenzlauer Berg,,restaurant,,,,+49 30 28859545,,italian,,,,yes,,,,,Firuze,Mo-Su 17:00-00:00,,,,yes,52.543545000000002,13.416382000000000,Pankow
10559,,,restaurant,,,,,,vietnamese,,,,,true,,,,Quê Choa,"Mo-Th 11:30-22:30; Fr 11:30-23:00; PH,Sa 12:00-23:00; Su 12:00-22:30",yes,outside,,limited,52.524923999999999,13.345261000000001,Mitte
13088,,,restaurant,,,,,,turkish,no,,,yes,,,,,Öz Urfa,closed,yes,,yes,,52.548828999999998,13.452579999999999,Pankow
,,,restaurant,,,,"+49306758530",http://restaurant-karolinenhof.de/,german,,,no,yes,,,,,Karolinenhof,Th-Su 12:00-21:00,,,,,52.387354000000002,13.640499999999999,Treptow-Köpenick
13359,,,restaurant,,,,,,spanish,,,,,,,,,El Pepe Tapasbar,Mo-Sa 18:00-23:00,yes,outside,,limited,52.556837000000002,13.385241000000001,Mitte
13467,Hermsdorf,,restaurant,,,,,http://www.pocolocoberlin.de,mexican,,,yes,yes,true,,,,PocoLoco 2,"Mo-Th 12:00-24:00, Fr-Sa 12:00-01:00; Su 12:00-24:00",yes,,,yes,52.614980000000003,13.299431000000000,Reinickendorf
,,,restaurant,,,,,,chinese,,,,,,,,,UUU,Th-Su 19:30+,,,,yes,52.541921000000002,13.354945000000001,Mitte
10589,,,restaurant,,,"40",,,persian,,,,,,,wlan,no,Casa Simorgh,Mo-Su 10:00-22:00,yes,outside,yes,limited,52.525154999999998,13.303364999999999,Charlottenburg-Wilmersdorf
12099,,,restaurant,,,,,,syrian,,,,yes,,,,,Al Bayt Al Dimashki,,,,,yes,52.454788000000001,13.383808999999999,Tempelhof-Schöneberg
,,,restaurant,,,,,,greek,,,,,,,,,Café [a'lu],"Mo,We-Su 14:00-23:00",,,,,52.488591999999997,13.429981000000000,Neukölln
10823,Schöneberg,,restaurant,,,,,,caribbean,,,yes,yes,true,,,,Pequeña Habana,Tu-Su 17:00-23:00,yes,,,no,52.487679000000000,13.349251000000001,Tempelhof-Schöneberg
12053,Neukölln,,restaurant,,,,,,israeli,,,,,true,,,,Middle,,yes,,,,52.480635999999997,13.428083000000001,Neukölln
,,,restaurant,,,,,,vietnamese,,,,yes,,,,,Asia Palast,"Mo-Fr 11:00-21:00; Sa off; Su 12:00-21:00",,,,,52.491677000000003,13.458467000000001,Treptow-Köpenick
13088,,,restaurant,,,,,,vietnamese,,,,,,,,,Quán Chè,Mo-Su 10:00-20:00,,,,,52.548706000000003,13.453630000000000,Pankow
10247,,,restaurant,,,,,,georgian,,,,,true,,,,Golden Fleece,,yes,,,,52.513300000000001,13.462522000000000,Friedrichshain-Kreuzberg
13086,Weißensee,,restaurant,,,,,,vietnamese,,,no,yes,false,,,,Yummy Hanoi,Mo-Sa 11:00-22:00,yes,,,,52.554859000000000,13.437118999999999,Pankow
10245,,false,restaurant,,,,,,syrian,,,yes,yes,true,,,,Aleppo Supper Club,Mo-Su 11:00-23:00,yes,outside,,no,52.508882000000000,13.460938000000001,Friedrichshain-Kreuzberg
12059,Neukölln,,restaurant,,,,,https://lavieentoast.de,german,,,yes,yes,,,,,La Vie en Toast Kantine,Mo-Th 09:00-15:00,yes,,yes,,52.483933999999998,13.449515000000000,Neukölln
13503,,,restaurant,,,,,,international,,,,,,,,,Döner am See,Mo-Su 11:00-22:00,yes,,,,52.622118000000000,13.224413000000000,Reinickendorf
,,,restaurant,,,,,,asian,,,,,,,,,New Ocean,,,,,,52.436172999999997,13.389211000000000,Tempelhof-Schöneberg
10117,Mitte,,restaurant,,,,+49 30 20619795,https://bless-restaurants.com/berlin/,asian,,,,,true,,,,Bless,"Mo-Fr 11:30-:24:00; Sa, Su 14:00-24:00",yes,,,yes,52.512431999999997,13.396725000000000,Mitte
13599,,,restaurant,,,,,,asian,,,,,true,,,,Sushi-City,Mo-Su 11:00-21:45,yes,,,,52.543120999999999,13.241375000000000,Spandau
10711,,,restaurant,,,,+49 30 54892448,,indian,,,,,,,,,Tandoori Nächte,Tu-Su 12:00-23:00,yes,,yes,,52.496138999999999,13.286007000000000,Charlottenburg-Wilmersdorf
10318,,,restaurant,,,,,,german,,,,yes,true,,,,Cafeteria und Kantine für alle,Mo-Fr 09:00-16:00,yes,outside,,no,52.492185999999997,13.526497000000001,Lichtenberg
,,,restaurant,,,,,,german,,,,,,,,,Mittagstisch im alten Waschhaus,Mo-Fr 12:00-14:00,,,,,52.547113000000003,13.465486000000000,Pankow
10407,Prenzlauer Berg,,restaurant,,,,,http://daniels-bistro.de,german,,,,,,,,,Daniel's Bistro,,yes,,,,52.542068999999998,13.456898000000001,Pankow
10245,,false,restaurant,,,,,,italian,,,,yes,true,,,,Il moro,"Tu-Sa 18:00-22:00; Su 12:00-22:00",yes,no,,no,52.508926000000002,13.459663000000001,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,italian,,,,,,,,,Ristorante Cumberland,Mo-Su 12:00-22:30,,,,,52.501038000000001,13.317784000000000,Charlottenburg-Wilmersdorf
10369,Fennpfuhl,,restaurant,,,,+49 30 94708470,https://www.trattoria-lastazione.de,italian,,,,yes,true,,,,Trattoria La Stazione,,yes,outside,,yes,52.524639999999998,13.465394999999999,Lichtenberg
13469,,,restaurant,,,,,,italian,yes,,,,,,,,Ferro di Cavallo Ristorante,,yes,,yes,,52.617837999999999,13.352682000000000,Reinickendorf
12049,Neukölln,,restaurant,,,,,https://luigis-pizza.eatbu.com/,italian,,,,,,,,,Luigis Pizzeria,,,,,,52.476156000000003,13.426375999999999,Neukölln
10178,Mitte,,restaurant,,,,,https://www.humboldtforum.org/de/programm/dauerangebot/essen-und-trinken/restaurant-baret-34035/,german,,,,,true,,,,Baret,"Mo,We-Su 10:00-24:00; Tu off",no,,,yes,52.517425000000003,13.400893999999999,Mitte
13507,Tegel,,restaurant,,,,,,japanese,,,,,,,,,Dadu,Mo-Su 12:00-22:00,,,yes,,52.589609000000003,13.281836000000000,Reinickendorf
10245,,,restaurant,,,,,,japanese,,,yes,yes,true,,,,Iro Izakaya Vegan,,yes,,,no,52.509870999999997,13.455940000000000,Friedrichshain-Kreuzberg
12043,Neukölln,,restaurant,,,,,,arab,,,yes,yes,,,,,AVIV 030,"Tu-Th 12:00-22:30; Fr-Sa 11:00-23:00; Su 10:00-22:30",,,,no,52.474890000000002,13.444760000000000,Neukölln
12163,Steglitz,,restaurant,,,,,,arab,,,,yes,true,,,,Jasmin,"Mo-Sa 11:00-22:00; Su 13:00-22:00",yes,outside,,,52.459705999999997,13.324102000000000,Steglitz-Zehlendorf
13347,Wedding,,restaurant,,,,,,pakistani,,,,,true,,,,Dastoor,Mo-Su 12:00-22:00,yes,,,,52.550654999999999,13.362900000000000,Mitte
,,,restaurant,,,,,,chinese,,,,,,,,,Wa Wah Kitchen,,,,,,41.629103999999998,-72.746256000000002,
6037,,,restaurant,,,,,,chinese,,"Ordering by phone or online is preferable, seating is very limited.",,,,,no,,Happy Garden,"Mo closed; Tu-Th 10:30-22:00; Fr-Sa 10:30-22:30; Su 11:00-22:00",,,only,limited,41.643185000000003,-72.770611000000002,
,,,restaurant,,,,+49 30 40042211,,mexican,,,,,true,,,,AMOR,12:00-23:00,no,,,,52.446685000000002,13.575013999999999,Treptow-Köpenick
12679,,,restaurant,,,,,,chinese,,,,,true,,,,China-Restaurant Neu Wuzhou,We-Su 11:30-20:30,no,,,,52.542476999999998,13.545844000000001,Marzahn-Hellersdorf
10997,,,restaurant,,,,,,vietnamese,,,,,,,,,Fam. Tran,Mo-Su 11:30-23:30,,,,,52.500233000000001,13.441545000000000,Friedrichshain-Kreuzberg
10435,,,restaurant,,,,,,georgian,,,,,,,wlan,no,Tsomi,"Mo-Fr 17:00-00:00; Sa-Su 13:00-00:00",yes,,,,52.536116000000000,13.418134999999999,Pankow
10117,,,restaurant,,,,,,russian,,,,,,,,,Army Food,,,,,,52.508350000000000,13.389846000000000,Mitte
10713,,,restaurant,,,,,,nepalese,,,,,,,,,Namaste Nepal,"Mo 12:00-17:00, We-Su 12:00-21:30",,,,,52.486629000000001,13.319376999999999,Charlottenburg-Wilmersdorf
12623,,,restaurant,,,,,,hungarian,yes,,,,,,,,Gémeskút Csárda,"Mo-Su,PH 12:00-22:00",yes,,,yes,52.495199000000000,13.611128000000001,Marzahn-Hellersdorf
12109,Mariendorf,,restaurant,,,,+49 30 78712323,http://balkangrillhaus.de/,balkan,,,,,,,,,Balkan Grillhaus,,,,,,52.444718999999999,13.385676000000000,Tempelhof-Schöneberg
12051,Neukölln,,restaurant,,,,,https://lunasol.berlin/,latin_american,,,only,,,,,,Galería Lunasol,"Tu-Th 11:00-22:00; Fr, Sa 11:00-23:00",,,,,52.470008000000000,13.432197000000000,Neukölln
,,,restaurant,,,,,,ethiopian,,,,,true,,,,Lalibela,Mo-Su 14:00-22:00+,yes,,,,52.495331999999998,13.430351999999999,Friedrichshain-Kreuzberg
10247,,,restaurant,,,,,,turkish,,,yes,yes,true,,,,Özen Köfteci,,yes,,,no,52.514085000000001,13.468695000000000,Friedrichshain-Kreuzberg
10827,Schöneberg,,restaurant,,,,,,vietnamese,,,,,,,,,Gia Bao Quan,,yes,,,,52.489657000000001,13.359907000000000,Tempelhof-Schöneberg
10999,,,restaurant,,,,,,turkish,,,,,true,,,,Babaleison,,yes,,,,52.498460999999999,13.418001000000000,Friedrichshain-Kreuzberg
10999,,,restaurant,,,,,,turkish,,,,,true,,,,Leylak,Mo-Su 06:00-22:00,yes,,,,52.498297999999998,13.419017000000000,Friedrichshain-Kreuzberg
10781,Schöneberg,,restaurant,,,,"+493030104704",,international,,,,,true,,,,Mastro Pizza,,yes,,yes,no,52.496426000000000,13.348525000000000,Tempelhof-Schöneberg
12621,Kaulsdorf,,restaurant,,,,,,asian,,,,,,,,,Oisi Sushi,"Mo-Su,PH 12:00-21:45",yes,,,,52.512844999999999,13.589627999999999,Marzahn-Hellersdorf
12167,Steglitz,,restaurant,,,,+49 30 28681931,http://vanthanhdo.de,asian,,,,,true,,,,Van Tanh Do,Mo-Sa 11:00-22:00,yes,,,,52.447696999999998,13.341272000000000,Steglitz-Zehlendorf
12347,,,restaurant,,,,,,indian,yes,,no,yes,,,,,Dana Pani,"Su-Th 11:00-23:00; PH,Fr,Sa 11:00-24:00",,,only,no,52.451579000000002,13.438390999999999,Neukölln
,,,restaurant,,,,,,indian,,,,,,,,,Himalaya Restaurant,,,,,,41.628312999999999,-72.755351000000005,
10789,Charlottenburg,,restaurant,,,,,,indian,,,,yes,,,,,Anappurna,"Mo-Su,PH 11:30-24:00",,,yes,,52.502581999999997,13.336316999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,italian,,Pizzeria,,,true,,,,Ristorante Fratelli,Tu-Su 12:00-23:00,yes,,,,52.455078000000000,13.325010000000001,Steglitz-Zehlendorf
12555,Köpenick,,restaurant,,,,,,italian,,,,,true,,,,Vero,11:00-22:00,yes,,,yes,52.445965000000001,13.574534999999999,Treptow-Köpenick
10117,Mitte,,restaurant,,,,,http://bellavita.berlin,italian,,,,,true,,,,Bella Vita,,yes,,,,52.517975999999997,13.389388000000000,Mitte
14169,,,restaurant,,,,,,italian,,,,,,,,,SESSANTASEI- italian style,,,,,,52.447848999999998,13.251894999999999,Steglitz-Zehlendorf
,,,restaurant,,,,,,italian,,,,,true,,,,mama trattoria,"We-Sa 12:00-22:00; Su-Tu 12:00-21:30",yes,,,yes,52.516869999999997,13.378009000000000,Mitte
12623,,,restaurant,,,,,,italian,,,,,,,,,VIno & Vita,Tu-Sa 12:00-22:00,,,,yes,52.476685000000003,13.600011000000000,Marzahn-Hellersdorf
10623,,,restaurant,,,,,,vietnamese,,,yes,,,,,,BODHICITTA.veganbowl,Mo-Sa 12:00-22:00,,,,,52.505831000000001,13.318800000000000,Charlottenburg-Wilmersdorf
12679,,,restaurant,,,,,,vietnamese,,,,,true,,,,Van Lang,,yes,,,,52.545597999999998,13.553347000000000,Marzahn-Hellersdorf
10249,Friedrichshain,,restaurant,,,,,https://gaofresh.com,vietnamese,,,,,,,,,Gao,,yes,,,,52.525961000000002,13.447357000000000,Friedrichshain-Kreuzberg
10999,,,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Viettonic,"Mo-Fr 11:00-22:30; Sa,Su 12:00-23:00",yes,,,,52.497371000000001,13.419578000000000,Friedrichshain-Kreuzberg
10117,Mitte,,restaurant,,,,,https://houseofsmallwonder.de,french,,,,,,,,,House Of Small Wonder,"Mo-Su 09:00-17:00, We-Su 17:30-22:30",,,,,52.526491999999998,13.394603999999999,Mitte
13357,Gesundbrunnen,,restaurant,,,,,,international,no,,yes,,,,,,O-slow,We-Sa 18:00-22:00,yes,,yes,,52.555123000000002,13.375995000000000,Mitte
12163,Steglitz,,restaurant,,,,+49 30 7922373,https://restaurant-udagawa.jimdofree.com/,japanese,,,,,true,,,,Udagawa,"We-Mo 17:30-22:30; Tu off",no,,,,52.463341999999997,13.329961000000001,Steglitz-Zehlendorf
10963,,,restaurant,,,,,,japanese,,,,,true,,,,RokuHachi Berlin,Su-Fr 12:00-22:00,yes,,,no,52.495302000000002,13.384302999999999,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,latin_american,,,,,,,,,Family's Bakery and Restaurant,,,,,,41.641638000000000,-72.769592000000003,
,,,restaurant,,,,,,thai,,,,,,,,,Bangkok Bites,Mo-Su 12:00-23:00,,,,,52.534812000000002,13.418779000000001,Pankow
,,,restaurant,,,,,,asian,yes,,yes,yes,true,,no,,Hai Coffee,"Mo-Fr 11:00-22:00; Sa-Su 12:00-22:00",yes,outside,yes,limited,52.511184000000000,13.403231000000000,Mitte
10249,Friedrichshain,,restaurant,,,,,,chinese,,,,,,,,,Chuan House,,,,,,52.523114999999997,13.434844000000000,Friedrichshain-Kreuzberg
10365,,,restaurant,,,,,,pakistani,,,,,,,,,Food Haus,"We-Mo 08:00-20:00; Tu off",,,,,52.529420999999999,13.491830999999999,Lichtenberg
,,,restaurant,,,,,,chinese,,,,,true,,,,Kong,"Mo-Fr 18:00-22:00; PH,Sa,Su 13:00-22:00",yes,,,,52.514460999999997,13.459231000000001,Friedrichshain-Kreuzberg
10719,,,restaurant,,,,,,korean,,,,,,,,,Soban,,,,,,52.504525999999998,13.330088999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,korean,,,,,,,,,Chikogi,"Mo-Su,PH 12:00-23:00",,,,no,52.501505999999999,13.418844000000000,Friedrichshain-Kreuzberg
12209,Lichterfelde,,restaurant,,,,+49 30 64828586,https://nostos-berlin.de,greek,,,,,,,,,Nostos,We-Mo 12:00-23:00,,,,,52.424661999999998,13.328967000000000,Steglitz-Zehlendorf
10559,,,restaurant,,,,,,turkish,,,,,true,,,,HAS KEBAP,,no,,,yes,52.524571000000002,13.348204000000001,Mitte
10551,,,restaurant,,,,,,turkish,,,,,,,,,Meshur,,,,,,52.527628999999997,13.330355000000001,Mitte
13353,,,restaurant,,,,,,balkan,,,no,yes,true,,,,Sarajevo,"Mo-Sa 08:00-22:00; Su 09:00-22:00",yes,,,limited,52.544252000000000,13.359425000000000,Mitte
10119,Mitte,,restaurant,,,,,https://mibap.berlin/,taiwanese,,,,,,,,,Mibap,,,,,,52.527763999999998,13.413010999999999,Mitte
10557,Moabit,,restaurant,,,,,,vietnamese,,,,,true,,,,Saigon River,"Mo-Fr 11:00-16:00, 18:00-22:00; Sa 18:00-22:00",yes,,,no,52.530183000000001,13.368221000000000,Mitte
,,,restaurant,,,,,,arab,,,yes,yes,,,,,Hayatna,Mo-Su 09:00-22:00,,,yes,,52.491869000000001,13.422491000000001,Friedrichshain-Kreuzberg
10555,,,restaurant,,,,,,french,,,,,true,,,,Chez Emil,"Tu-Fr 18:00-22:00, Sa 17:00-22:00",yes,outside,,no,52.521267000000002,13.337429999999999,Mitte
10405,,,restaurant,,,,,,egyptian,,,yes,yes,true,,,,Meya Meya,,yes,outside,yes,yes,52.531813999999997,13.427496000000000,Pankow
,,,restaurant,,,,,,ukrainian,,,,,,,,,Drei Elefanten,,yes,no,,,52.482027000000002,13.436515999999999,Neukölln
12109,Mariendorf,,restaurant,,,,,,international,,,,,,,,,The Room Berlin Restaurant & Hookah,Mo-Su 11:00-01:00,,,,,52.443589000000003,13.385827000000001,Tempelhof-Schöneberg
10827,,,restaurant,,,,,,asian,,,,yes,true,,,,Pitaya,Mo-Su 12:00-22:30,yes,,,,52.489758999999999,13.360020000000000,Tempelhof-Schöneberg
13403,Reinickendorf,,restaurant,,,,,,asian,,,,,,,,,Mr. Rice,Mo-Su 11:30-22:00,,,,,52.569747999999997,13.312443999999999,Reinickendorf
,,,restaurant,,,,,,asian,yes,,,yes,true,,,,Cocos indo thai namesisch,Mo-Sa 10:00-20:00,no,,,no,52.549804000000002,13.387653999999999,Mitte
,,,restaurant,,,,,,asian,yes,,yes,yes,true,,,,Soul Sushi,"Mo-Th 11:00-21:30; Fr 11:00-22:00; Sa-Su,PH 12:00-22:00",yes,,yes,,52.437162999999998,13.527343000000000,Treptow-Köpenick
10963,Kreuzberg,,restaurant,,,,,,indian,,,,yes,true,,,,Naina,,yes,,,limited,52.504708000000001,13.382419000000001,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,international,,,,yes,,,,,W - Der Imbiss,,,,,,52.499034000000002,13.345001000000000,Tempelhof-Schöneberg
13595,Wilhelmstadt,,restaurant,,,,+49 30 200 96 333,http://www.flinkehelfer.com/,german,,,,,,,,,Feldküche,,,,,no,52.529181000000001,13.196180999999999,Spandau
,,,restaurant,,,,+49 30 83542345,https://bellini-berlin.de,italian,,,,,,,,,Ristorante Bellini,"Mo-Fr 16:00-24:00, Sa-Su,PH 12:00-24:00",,outside,,no,52.516877000000001,13.527495999999999,Marzahn-Hellersdorf
10409,Prenzlauer Berg,false,restaurant,,,,+49 30 23949213,,italian,,,yes,yes,true,,,,Spaghetteria Loreta,"Mo-Sa 11:30-23:00; Su 11:30-22:00",yes,outside,,yes,52.546128000000003,13.427531999999999,Pankow
10247,,,restaurant,,,,,,italian,,,,,,,,,L'Orologio,,,,,,52.511426999999998,13.470540000000000,Friedrichshain-Kreuzberg
14193,Grunewald,,restaurant,,,,+49 30 8181910,https://www.12-apostoli.de/grunewald,italian,,,,,,,,,Locanda 12 Apostoli,,,,,,52.466444000000003,13.256009000000001,Steglitz-Zehlendorf
10435,Prenzlauer Berg,,restaurant,,,,,https://www.spaghetteria.de/,italian,,,,,true,,,,Spaghetteria,,yes,,,limited,52.538612999999998,13.420232000000000,Pankow
,,,restaurant,,,,,,african,,,yes,,true,,,,Didi Pa,"Mo 16:00-21:00; Tu-Th 15:00-21:00; Fr, Sa 13:00-22:00; Su 13:00-21:00",yes,,,,52.486367999999999,13.430000000000000,Neukölln
10969,,,restaurant,,,,,,syrian,,,yes,only,true,,,,Himmel 8,Mo-Fr 09:00-17:00,yes,,yes,,52.501086000000001,13.411925999999999,Friedrichshain-Kreuzberg
10407,Prenzlauer Berg,,restaurant,,,,,,german,,,,,,,,,metime food,Mo-Fr 09:30-16:00,,,yes,no,52.533278000000003,13.433674999999999,Pankow
10405,Prenzlauer Berg,,restaurant,,,,,https://ichi-berlin.de/,japanese,no,,,yes,,,,,Ichi,"Mo,Th-Su 18:00-22:00; Sa-Su 12:00-15:00",,no,no,no,52.528500000000001,13.411986000000001,Pankow
10245,,,restaurant,,,,,,japanese,,,yes,yes,true,,,,Shōdo Udon Lab,Mo-Su 12:00-22:00,sidewalk,no,,,52.511387999999997,13.457117999999999,Friedrichshain-Kreuzberg
10717,Wilmersdorf,,restaurant,,,,,,peruvian,,,,,,,,,Aji Limon,"Mo,We-Su 16:00-23:00",yes,,,designated,52.490361999999998,13.330479000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,+49 30 39710948,https://phoco-berlin.de/,vietnamese,,,yes,yes,true,,,,Phở Cở,"Mo-Su,PH 12:00-22:00",yes,,,,52.525236000000000,13.410765000000000,Mitte
10589,Charlottenburg,,restaurant,,,,,,vietnamese,,,,,true,,,,Viet Cuisine,"Mo-Fr 11:00-23:00; Sa 15:00-23:00; Su 13:00-22:00",yes,,,yes,52.523207999999997,13.299951000000000,Charlottenburg-Wilmersdorf
10969,,,restaurant,,,,,,israeli,,,,,,,,,Yafo,"Tu-Sa 17:00-24:00, 11:30-15:00",,,,,52.502045000000003,13.410895999999999,Friedrichshain-Kreuzberg
12161,Friedenau,,restaurant,,,,,,vietnamese,no,,yes,,,,,,Cobui,"Mo-Fr 11:30-22:30; PH,Sa,Su 12:00-22:30",yes,,yes,no,52.472842999999997,13.327617000000000,Tempelhof-Schöneberg
12109,Mariendorf,,restaurant,,,,,https://bistoun.de/,persian,,,,,,,,,Bistoun,,,,,,52.450302000000001,13.384646000000000,Tempelhof-Schöneberg
10629,,,restaurant,,,,,,ukrainian,,,,,,,,,Die mit den Kirschen,Th-Tu 14:00-23:00,,,,,52.504193999999998,13.315747000000000,Charlottenburg-Wilmersdorf
10315,,,restaurant,,,,,https://restaurant-yerevan.business.site/,armenian,,,,,,,,,Yerevan,"Tu-Sa 12:00-23:00; Su 12:00-22:00; Mo off",,outside,,,52.513660999999999,13.521602000000000,Lichtenberg
10115,,,restaurant,,,,,,polish,yes,,yes,yes,true,,no,,Polish Dainty,Mo-Sa 11:30-20:30,yes,,yes,yes,52.530830999999999,13.383705000000001,Mitte
10623,,,restaurant,,,,,,international,,Supper Club. Fusing modern aesthetics in design with the seductive glamor of the 70s. Bar Mo - Sat to open end.,,,,,,,Papillon,Mo-Sa 18:00-02:00,,,,,52.508246999999997,13.333405000000001,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,turkish,,,,,,,,,Baba Pirzola,,,,,,52.501018999999999,13.343667000000000,Tempelhof-Schöneberg
,,false,restaurant,,,,,,lebanese,,,yes,yes,true,,,,Mosaic,,pedestrian_zone,,,yes,52.532902999999997,13.367134000000000,Mitte
10435,,false,restaurant,,,,,,mexican,,,no,yes,true,,,,Poco Loco,Mo-Su 12:00-01:00,yes,outside,,no,52.538676000000002,13.408892000000000,Pankow
,,,restaurant,,,,,,lebanese,,,,,,,,,Masaya,,yes,,,,52.497883000000002,13.356730000000001,Tempelhof-Schöneberg
,,,restaurant,,,,,,turkish,,,,,true,,,,La Vera Ocakbaşi,,yes,,,,52.543643000000003,13.392215000000000,Mitte
12435,,,restaurant,,,,,,vietnamese,,,yes,yes,,,,,Soulmate,Mo-Fr 11:00-22:00 Sa-Su 12:00-22:00,,,,,52.489027000000000,13.453284000000000,Treptow-Köpenick
10439,,,restaurant,,,,,,korean,,,,limited,true,,,,Sword Master Noodle,Mo-Su 12:00-22:00,sidewalk,outside,,no,52.547218000000001,13.425235000000001,Pankow
,,,restaurant,,,,,,african,,,,,,,,,African Kingdom,,,,,no,52.531115999999997,13.327080000000000,Mitte
