"id","addr:street","addr:housenumber","addr:postcode","addr:suburb","air_conditioning","amenity","biergarten","brand","capacity","contact:phone","contact:website","cuisine","delivery","description","diet:vegan","diet:vegetarian","indoor_seating","indoor_seating:capacity","internet_access","internet_access:fee","name","opening_hours","outdoor_seating","smoking","takeaway","wheelchair","Lat","Lon"
node/5157644851,Highland Commons East,"60","01503","","",restaurant,"","110 Grill","","","",american,no,"","","","","","","","110 Grill","",yes,no,yes,"","42.393232",-71.597412
node/5173670205,Kochstraße,"16","10969",Kreuzberg,"",restaurant,"","","",+49 30 76953419,https://hatay-ocakbasi.de/,turkish,"","","","",yes,"","","",Hatay Ocakbaşi,"",yes,"","","","52.506785","13.389689"
node/5179828707,"","","","","",restaurant,"","","","","",german,"","","",yes,yes,"","","",friedrich,We-Su 12:00-19:00,yes,"","",no,"52.580549","13.399743"
node/5185413424,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",Da Piadina,Mo-Sa 12:00-24:00,yes,"","",no,"52.527864","13.400984"
node/5191728815,"","","","","",restaurant,"","","",+49 30 3329296,https://www.ristorantepizzeriaportofino.de/,italian,"","","","","","","","",Portofino,"11:00-24:00","","","","","52.519891","13.196996"
node/5191728952,"","","","","",restaurant,"","","",+49 30 3314698,http://www.viettonicrestaurant.de/,vietnamese,"","","","","","","","",Viettonic,"Mo-Fr 11:00-22:15; Sa,Su 11:30-22:45","","","",yes,"52.527643","13.195528"
node/5191729401,Pichelsdorfer Straße,"118","13595","","",restaurant,"","","","","",italian,"","","","","","","","",ZAMAZiNGO,"","","","",limited,"52.52535","13.197242"
node/5196452423,Prinzregentenstraße,"1","10717","","",restaurant,"","","",+49 30 21919995,https://piazza-grande-berlin.de/,italian,"","",no,yes,yes,"","","",Piazza Grande,"12:00-23:00",yes,"","","","52.492685","13.332768"
node/5198597246,Soldiner Straße,"41","13359",Gesundbrunnen,"",restaurant,"","","","","",ethiopian,"","","","","","","","",Lalibela Taste of Ethiopia,"",yes,"","",yes,"52.56022","13.381318"
node/5200535947,Kurfürstendamm,"90","10709",Halensee,"",restaurant,"","","","",https://www.tausendgradberlin.de/,asian,"","","","","","","","","1000Grad",Tu-Su 12:00-24:00,"","","","","52.499168","13.301408"
node/5206114640,Finowstraße,"2","10247","","",restaurant,"","","50","","",asian,"","","","",yes,"","","",Mirai Restaurant,Mo-Su 11:30-23:30,yes,"",yes,"","52.513515","13.469164"
node/5217658341,Kopernikusstraße,"8","10245","",no,restaurant,"","","",+49 30 27598000,https://www.akkawyberlin.de/,mediterranean,"","",yes,only,yes,"","","",Akkawy,"Mo off; Tu-Su 12:00-15:30,16:30-20:00",no,"","",no,"52.510419","13.452859"
node/5235757271,Fritz-Reuter-Allee,"182B","12359","","",restaurant,"","","",+49 162 5130153,"",asian,yes,"",yes,yes,yes,"","","",Huy Long Asia Food & Sushi,"Tu-Fr 11:00-22:00, Sa-Su 12:00-22:00",yes,outside,yes,yes,"52.4375","13.445937"
node/5241035583,Stubenrauchstraße,"59","12161","","",restaurant,"","","","","",peruvian,"","","","","","","","",Como en casa,Mo off; Tu-Su 10:00-23:00+,yes,outside,yes,no,"52.471394","13.323559"
node/5244686521,Paul-Lincke-Ufer,"39-41","10999","","",restaurant,"","","","","",mexican,"","",yes,"","","","","",La Lucha,Mo 18:00-22:00; Tu-We off; Th-Sa 17:00-22:00; Su off,"","","",no,"52.496155","13.422126"
node/5250058606,"","","","","",restaurant,"","","","","",indian,"","","","","","","","",Amma,"Su-Th 11:30-24:00, PH,Fr,Sa 11:30-01:00","","","","","52.387494","13.41032"
node/5252254531,Am Borsigturm,"5","13507","","",restaurant,"","","","","",german,no,"","","","","","","",Borsig-B,Mo-Su 18:00-22:00,yes,"","","","52.583636","13.286835"
node/5253710774,Bleibtreustraße,"52","10623","","",restaurant,"","","","","",japanese,"","","","","","",wlan,"",Momiji,"Mo,Su,PH off; Tu-Fr 12:00-15:00,17:30-22:00; Sa 12:00-15:00,17:00-22:00",yes,"","",no,"52.506562","13.320381"
node/5271541383,Oranienburger Straße,"203","","","",restaurant,"","","","","",german,"","","","","","","","",Hof-Café,Tu-Su 09:00-22:00,"","","","","52.593897","13.33256"
node/5273816176,"","","","","",restaurant,"","","","","",asian,yes,"","","",yes,"","","",An Nam,Mo-Fr 11:30-21:30; Sa-Su 13:00-21:30; PH 13:00-21:30,yes,"","",limited,"52.525309","13.329871"
node/5289571703,Bismarckstraße,"60","10627","","",restaurant,"","","","","",italian,"","","","","","","","",Da Antonio,"Mo-Tu,Th 16:00-23:00; Fr-Su 12:00-23:00; We off","","","",no,"52.51144","13.300712"
node/5294389587,Kurfürstenstraße,"131A","10785","","",restaurant,"","","","","",indian,"","",yes,yes,"","","","",Swadishta,Mo-Su 12:00-22:00,"",no,"",yes,"52.501823","13.354225"
node/5295724458,"","","","",no,restaurant,"","","","","",korean,"","",yes,yes,"","","","",Kimchi Heim,We-Sa 12:00-22:00; Tu 17:00-22:00,"",outside,"",yes,"52.449584","13.348624"
node/5385166922,Alt-Marzahn,"70","12685","","",restaurant,"","","","","",asian,"","","","","","","","",Sakura Garten,"PH,Mo-Su 14:00-20:00","","","",yes,"52.542144","13.5632"
node/5299293914,Chausseestraße,"124","10115",Mitte,"",restaurant,"","","","","",japanese,"","","",yes,yes,"","","",Takumi ‘9 Sapporo,"Mo-Fr 12:00-14:30,17:00-21:30; Sa,Su,PH 12:30-21:30",yes,outside,"",no,"52.529013","13.384752"
node/5299558617,Passauer Straße,"5–7","10789","","",restaurant,"","","","","",french,no,"","","","","","","",Brasserie Colette Tim Raue,"Mo-Su 12:00-15:00,18:00-23:00",yes,"","",yes,"52.500992","13.339514"
node/5310305321,"","","","","",restaurant,"","","","","",spanish,"","","",yes,"","","","",al ándalus,"","","","",no,"52.533637","13.428388"
node/5322743190,Prinzenstraße,"103","10969","","",restaurant,"","","","","",german,"","","","",yes,"","","",Mirika,Mo-Fr 11:00-17:00,yes,no,"",yes,"52.499965","13.407401"
node/5324467584,Schivelbeiner Straße,"8","10439","","",restaurant,"","","","","",russian,"","","","","","","","",Plov Berlin Plove Berlin,"Mo-Fr 16:00-22:00; Sa,Su 12:00-22:00","","","","","52.550998","13.411391"
node/5327404040,Torstraße,"221","","","",restaurant,"","","","","",pakistani,yes,"",yes,yes,yes,"","","",Chelany,"11:00-24:00",yes,"","",no,"52.527638","13.388782"
node/5333149850,Eisenzahnstraße,"16","10709",Wilmersdorf,"",restaurant,"","","",+49 30 89005600,http://www.salento-berlin.de/,italian,"","","","",yes,"","","",Trattoria Salento,"11:30-24:00",yes,"","",yes,"52.494717","13.304677"
node/5344870426,Chausseestraße,"5","","","",restaurant,"","","","","",thai,"","",yes,yes,yes,"","","",Hoongy,Mo-Su 12:00-23:30,sidewalk,"","",yes,"52.527879","13.386686"
node/5347415223,Kantstraße,"74","10627",Charlottenburg,"",restaurant,"","","","","",indian,"","","","","","","","",India Express,Mo-Sa 11:00-23:00; Su 12:00-23:00,"","","","","52.506955","13.299576"
node/5352673139,Skalitzer Straße,"35","10999",Kreuzberg,"",restaurant,"","","",+49 30 6113291,http://www.morgenland-berlin.de/,international,"","","","",yes,"","","",Morgenland,"Mo-Fr 09:00-01:00; Sa, Su 10:00+",sidewalk,"","",no,"52.498831","13.425794"
node/5352674976,"","","","","",restaurant,"","","","","",indian,"","",yes,yes,yes,"","","",Amrit,Mo-Su 12:00-24:00,yes,outside,"",no,"52.499632","13.424856"
node/5353584823,"","","","","",restaurant,"","","","","",spanish,"","","","","","","","",Estrella Galicia,"","","","",no,"52.493312","13.434695"
node/5354352624,Otto-Suhr-Allee,"6-16","10585",Charlottenburg,"",restaurant,"","","","",https://dave-b.com/,italian,"","",yes,yes,"","","","",Dave B.,Mo-Fr 07:00-19:00,"","","",yes,"52.514053","13.318637"
node/5356622091,Marzahner Promenade,"12","12679","","",restaurant,"","","","","",german,"","","","","","","","",Biertulpe,We-Sa 12:00-20:00; Su 12:00-18:00,"",outside,"","","52.542338","13.545317"
node/5357011612,Chausseestraße,"19","10115","","",restaurant,"","","","","",hawaiian,"","",yes,yes,yes,"","","",Sons of Mana Poke Bowls,"",yes,"","",yes,"52.530254","13.383728"
node/5362318662,Am Juliusturm,"53","13599",Haselhorst,"",restaurant,"","","","","",chinese,"","","","","","","","",All Seasons - Chinesisches Erlebnisrestaurant,Mo-Su 12:00-23:00,"",no,"",yes,"52.537777","13.21621"
node/5369023742,Steglitzer Damm,"9","12169","","",restaurant,"","","","","",italian,yes,Italienisch,"",yes,"","","","",Il Cardellino,"Mo-Th, Su 11:30-23:00; Fr, Sa 11:30-00:00",yes,outside,yes,"","52.451285","13.337221"
node/5383468835,Große Hamburger Straße,"21","10115",Mitte,"",restaurant,"","","","","",italian,"","","","",yes,"",wlan,no,Pulcinella,"Mo-Sa 12:00-23:00; PH,Su off",yes,"","",yes,"52.524194","13.39927"
node/5383468836,Große Hamburger Straße,"20","10115",Mitte,"",restaurant,"","","","",http://www.creasian.berlin/,asian,"","","","",yes,"","","",Creasian,"12:00-23:00",yes,"","",yes,"52.524277","13.399243"
node/5384055822,Akazienstraße,"14","10823",Schöneberg,"",restaurant,"","","","","",italian,"","","",yes,yes,"","","",Vini e Salumi,Mo-Sa 11:00-23:00,yes,"","",no,"52.48886","13.353763"
node/5386292083,"","","10439","","",restaurant,"","","","","",vietnamese,"","","","","","","","",Thanh Long,Mo-Su 11:00-23:00,"","","",yes,"52.552776","13.413915"
node/5393663164,Rosa-Luxemburg-Straße,"5","10178",Mitte,"",restaurant,"","","","","",japanese,"","",only,only,yes,"","","",Beyond Ramen,"Su-Th 12:00-22:30; Fr,Sa 12:00-23:30",yes,"","","","52.523573","13.409113"
node/5398239819,Lindenstraße,"29a","10969","","",restaurant,"","","",+49 30 2511615,https://www.zhong-hua.de/,chinese,yes,"","","","","","","",Zhong Hua,Mo-Su 11:30-22:00,"","","","","52.504878","13.397019"
node/5398795158,Invalidenstraße,"6","","","",restaurant,"","","","","",italian,"","","",yes,yes,"","","",Nuovo Firenze,Tu-Su 16:00-24:00,yes,outside,"",no,"52.53222","13.393141"
node/5400565641,Cicerostraße,"49a","10709","","",restaurant,"","","","","",thai,"","","",yes,"","","","",Pad Thai,"Mo-Fr 11:30-22:30; PH,Su 12:00-22:30; Sa off",yes,"","","","52.494708","13.301802"
node/5401357623,Winterfeldtstraße,"17","10781",Schöneberg,"",restaurant,"","","",+49 30 25320502,http://www.rocotoberlin.de/,peruvian,"","",yes,yes,"","","","",Rocoto,"Tu-Th 17:00-23:00; Fr,Sa 17:00-23:00; Su,Mo off","","","","","52.496216","13.358651"
node/5401817321,Wühlischstraße,"17","10245","",no,restaurant,"","","","","",african,"",Sudanesische Spezialitäten,"",yes,yes,"","","",Marafina,"Mo-Fr 12:00-24:00; Sa,Su 13:00-24:00",yes,outside,"","","52.508624","13.462012"
node/5406791923,Stresemannstraße,"121","10963",Kreuzberg,"",restaurant,"","","","","",italian,yes,"","","","","",wlan,"",Avanti,"",yes,"","","","52.507299","13.378452"
node/5431082118,Chausseestraße,"48a","10115",Mitte,no,restaurant,"","","","","",italian,"","","","",yes,"","","",Nea,"Tu-Fr 16:30-22:00, We-Fr 12:00-14:00, Sa 16:00-22:30, Su 12:00-22:00",sidewalk,"","","","52.535103","13.377712"
node/5440526351,Tempelhofer Damm,"122","12099","","",restaurant,"","","","","",asian,"","",yes,yes,yes,"","","",Mama Vegan,"11:00-22:00",yes,"","","","52.46872","13.385206"
node/5440526364,Tempelhofer Damm,"124","12099","","",restaurant,"","","","","",italian,yes,"","",yes,yes,"","","",Pizzeria Yasmin,"PH,Su-Fr 12:00-21:00; Sa 16:00-21:30",yes,"","",limited,"52.468426","13.385226"
node/86001800,Charlottenstraße,"49","10117",Mitte,"",restaurant,"","","","",https://charlotteundfritz.com/,german,"","","","","","","","",Charlotte & Fritz,"","","","",no,"52.515037","13.390772"
node/5440584280,Lychener Straße,"6","10437",Prenzlauer Berg,"",restaurant,"","","","",https://koempul.com/,indonesian,"","",yes,yes,yes,"","","",Koempul,"Mo-Fr 12:00-14:30,17:30-21:30; Sa,Su 12:00-21:30",sidewalk,"","",no,"52.541363","13.415134"
node/5443013625,Markgrafenstraße,"57","10117","","",restaurant,"","","","","",asian,"","","",yes,"","","","",Huong Sen,Mo-Fr 11:00-16:00,"","",yes,yes,"52.50832","13.393952"
node/5456110135,Alt-Mariendorf,"32","12107",Mariendorf,"",restaurant,"","","153","",https://mundo.berlin/alt-mariendorf/de/,spanish,yes,"","","",yes,"","","",Mundo,"Mo-Th 09:00-24:00, Fr-Sa 09:00-01:00; Su 09:30-24:00",yes,outside,yes,limited,"52.44047","13.387482"
node/5462386937,Neuendorfer Straße,"1","13585",Spandau,"",restaurant,"","","400","","",german,"","",no,yes,"","","","",Brauhaus Spandau,"Su-Th 10:00-23:00; Fr, Sa 10:00-24:00",yes,"","",limited,"52.540622","13.206606"
node/5465153215,"","","","","",restaurant,"","","","","",polish,"","","","","","","","",Maly Ksiaze,Mo-Tu 10:00-20:00; We-Sa 10:00-21:00; Su 10:00-20:00,"","","",no,"52.48809","13.40759"
node/5470818135,Breite Straße,"20","13187",Pankow,"",restaurant,"","","","","",vietnamese,"","",yes,yes,yes,"","","",Nina,"Mo-Sa 09:30-21:30; PH,Su 12:00-21:00",yes,no,"",yes,"52.57011","13.405115"
node/5479775810,"","","","","",restaurant,"","","","","",austrian,"","","","","","","","",Österelli,"Tu-Fr 12:00-21:00; Sa,Su 13:00-21:00","",outside,"","","52.512609","13.318317"
node/5480181388,Kaiser-Friedrich-Straße,"41","10627","","",restaurant,"","","","","",thai,"","","","","","","","",Samakki Talad Thai,"",sidewalk,"","","","52.508882","13.301673"
node/5486309968,Falckensteinstraße,"42","10997",Kreuzberg,"",restaurant,"","","",+49 30 37446704,"",vietnamese,"","","",yes,yes,"","","",Yo Pho!,Mo-Su 12:00-24:00,yes,"","",limited,"52.499378","13.443388"
node/5486309969,"","","","","",restaurant,"","","","","",indian,"","","","",yes,"","","",Punjab,Mo-Su 12:00-24:00,yes,"","",yes,"52.499475","13.443479"
node/5486309973,Falckensteinstraße,"43","","","",restaurant,"","","","","",indian,"","","",yes,yes,"","","",Shaan,Fr-Sa 12:00-01:00; Su-Th 12:00-24:00,yes,"",yes,no,"52.499572","13.443564"
node/5486309978,Schlesische Straße,"7","10997","","",restaurant,"","","","","",indian,"","","",yes,yes,"","","",Chaiwala,"",yes,"","",no,"52.499879","13.443916"
node/5486696112,Görlitzer Straße,"42","10997","","",restaurant,"","","","","",argentinian,"","","","","","","","",Gloria,Mo-We 11:00-22:00; Th-Su 17:00-23:00,"","","",no,"52.496302","13.441711"
node/5502001879,"","","","","",restaurant,"","","","","",turkish,"","","","",yes,"","","",Heimweh,Mo-Su 12:00-22:00,no,"","",yes,"52.499499","13.428544"
node/5502001881,Skalitzer Straße,"105","10997","","",restaurant,"","","","",http://www.adanagrillhaus.de/,turkish,yes,"","","",yes,"","","",Adana Grillhaus,"12:00-04:00",yes,outside,yes,yes,"52.499419","13.427301"
node/5502816321,Lenaustraße,"5","12047","","",restaurant,"","","","","",gambian,"","","","","","","","",Touray,Tu-Su 10:00-24:00,"","","","","52.489957","13.425452"
node/5511479619,"","","","","",restaurant,"","","20","","",mexican,"","","","","","","","",Club del Burro,Mo-Su 12:00-22:00,"","","","","52.47726","13.424692"
node/5511606223,Bergmannstraße,"1","10961","",no,restaurant,"","","","","",korean,"",koreanisches Restaurant,"",yes,yes,"",no,"",Babikyu,Mo-Su 12:00-23:00,yes,no,"",no,"52.489849","13.387485"
node/5518611002,Rheinstraße,"61","12159","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Pane al Caffè,Mo-Fr 08:00-18:00; Sa 09:00-16:00,yes,outside,"",limited,"52.470371","13.334403"
node/5518615749,Laubacher Straße,"42","14197","","",restaurant,"","","","","",asian,"","","",yes,"","","","",Quynh Anh,Mo-Fr 11:30-22:30; Sa-Su 11:00+,yes,outside,"","","52.472929","13.319801"
node/5578988350,"","","","","",restaurant,"","","","","",thai,"","","","","","","","",Suksan,"","","","",limited,"52.504152","13.342548"
node/5519325290,"","","","","",restaurant,"","","",+49 30 2619231,http://la-fontana-berlin.de/,italian,"","","","","","","","",La Fontana,"10:00-24:00","","","",yes,"52.504711","13.336795"
node/5534476038,Memhardstraße,"3","10178",Mitte,"",restaurant,"",L'Osteria,"","","",italian,"","","",yes,yes,"",wlan,"",L'Osteria,"Mo-Sa 11:30-24:00, Su,PH 12:00-23:00",yes,"","",yes,"52.523768","13.41021"
node/5554469993,Hermannstraße,"54","12049","","",restaurant,"","","","","",turkish,"","","","",yes,"","","",Mehas,"Su-Th 08:00-23:00, Fr,Sa 08:00-24:00",yes,"","",yes,"52.477181","13.426058"
node/5555041464,Bergmannstraße,"27","10961","","",restaurant,"","","","","",lebanese,"","","","","","","","",Lebanon Foodie,"","","","",no,"52.488848","13.395204"
node/5564496068,Fuldastraße,"31","12045","","",restaurant,"","","","",http://wpizza.de,italian,"","",yes,yes,"","","","",W Pizza,Tu-Fr 18:00-22:00; Sa 13:00-22:00; Su 13:00-21:00,"","","",no,"52.48689","13.439711"
node/5564979778,Gotzkowskystraße,"24","10555","","",restaurant,"","","","","",international,"","","","","","","","",Chainone,Mo-Su 16:00-02:00,"","","","","52.524413","13.330112"
node/5578930046,Prenzlauer Allee,"46","10405","","",restaurant,"","","","","",thai,"","",yes,yes,yes,"","","",Bangkok Treffpunkt,"12:00-23:00",yes,"","",limited,"52.536794","13.423222"
node/5578988349,Ansbacher Straße,"8","10787",Schöneberg,"",restaurant,"","","",+49 30 54856678,https://www.kalus-restaurant.de/,international,"",pan asian kitchen,"","","","",wlan,"",Kalus Restaurant,Mo-Fr 11:30-16:00,"",separated,"",yes,"52.504","13.342529"
node/5591267658,Joachim-Friedrich-Straße,"25","10711","","",restaurant,"","","","","",italian,"","",no,yes,yes,"","","",Il Castello,Mo-Fr 17:00-23:00,yes,"","",limited,"52.500282","13.296802"
node/5596415954,Stargarder Straße,"24","10437",Prenzlauer Berg,"",restaurant,"","","","","",indian,"","","","",yes,"","","",Madras Café,Mo-Su 12:00-24:00,yes,"","",limited,"52.545002","13.421278"
node/5597962251,Karl-Liebknecht-Straße,"15","10178",Mitte,"",restaurant,"","","","",http://www.mamavan.de/,vietnamese,"","","","",yes,"","","",Mama Vân,Mo-Su 10:00-22:00,yes,"","",no,"52.522975","13.410047"
node/5608595421,"","","","","",restaurant,"","","","","",asian,"","","","","","","","",Nam Dinh Quan,"","","","","","52.528592","13.488351"
node/5615218527,Neue Bahnhofstraße,"31","10245","","",restaurant,"","","","","",mexican,"","","","",yes,"","","",Mexicali,"",yes,"","",no,"52.50542","13.469314"
node/5620262724,Mohrenstraße,"42","10117",Mitte,"",restaurant,"","","","","",spanish,"","","","",yes,"","","",El Sol,"",yes,"","","","52.512521","13.394659"
node/5630437208,"","","","","",restaurant,"","","",+49 30 92359978,"",asian,"","","","","","","","",Viet Hoang,Mo-Fr 11:00-21:30; Su 13:00-21:30,"","","",no,"52.525544","13.309048"
node/5630437212,Kaiserin-Augusta-Allee,"88","10589",Charlottenburg,"",restaurant,"","","","",https://dao-nguyen-berlin.de/15755,asian,"","","","","","","","",Dao Nguyen Bistro,Mo-Fr 11:00-21:30; Su 13:00-21:30,"","","",yes,"52.525547","13.30885"
node/5633282151,"","","","","",restaurant,"","","","","",vietnamese,"","",yes,yes,yes,"","","",Lang Xua,Mo-Su 11:00-23:00,yes,"","",yes,"52.516239","13.454974"
node/5636792257,Helmholtzstraße,"24","10587",Charlottenburg,"",restaurant,"","","22",+49 30 49958347,https://www.esanoa-berlin.de/,french,"","","","","","","","",Esa Noa,Mo-Fr 11:00-18:00; Sa 10:00-16:00,yes,"","","","52.522011","13.326612"
node/5643699422,Herrfurthstraße,"32","12049",Neukölln,"",restaurant,"","","","",http://www.lalibelaberlin.de/,ethiopian,"","","","","","","","",Lalibela,Mo-Su 14:00+,"","","","","52.477347","13.425279"
node/5715768003,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Little Italy,"",yes,"","",yes,"52.513907","13.38087"
node/5647500107,Großbeerenstraße,"26","","","",restaurant,"","","","","",international,"","","","",yes,"","","",Angkor Borey,Mo-Fr 12:00-21:00; Su 13:00-21:00,yes,no,"",yes,"52.494459","13.383559"
node/5650147021,"","","","","",restaurant,"","","","","",asian,"","","","","","","","",Dong Xuan,"","","","","","52.527646","13.490468"
node/5661149050,Augsburger Straße,"43","10789","","",restaurant,"",Vapiano,"","","",italian,no,"",yes,yes,"","","","",Vapiano,"Mo-Th 11:30-23:00; Fr,Sa 11:30-22:00; Su,PH 11:30-23:00",yes,no,no,yes,"52.502746","13.331527"
node/5661475908,Oberhofer Weg,"12","","","",restaurant,"","","","","",vietnamese,"","","","",yes,"","","",Nammi,"",yes,"","","","52.426526","13.326747"
node/5678335989,Niederbarnimstraße,"13","10247",Friedrichshain,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Pizza Leone,"",yes,"","","","52.51313","13.457872"
node/5679822734,Gotenstraße,"18","10829",Schöneberg,"",restaurant,"","","","",https://www.pizzeria-luna-berlin.de/,italian,"","","","","","","","",Trattoria Pizzeria LuNa,Mo-Sa 08:00-23:00; Su 09:00-23:00,yes,"",yes,"","52.481132","13.360092"
node/5693170698,Togostraße,"4","13351",Wedding,"",restaurant,"","","",+49 30 26308268,https://www.kaiyo-berlin.de,japanese,"","","","","","","","",Kaiyō,Mo-Fr 12:00-22:00; Sa-Su 15:00-22:00,yes,"",yes,no,"52.549438","13.347696"
node/5724470446,Karl-Liebknecht-Straße,"5","10178",Mitte,"",restaurant,"","","","",http://www.peretti-berlin.com/,italian,"","","","","","","","",Trattoria Peretti,"11:00-00:00",yes,"","",yes,"52.520167","13.403122"
node/5729997729,Proskauer Straße,"1","10247",Friedrichshain,"",restaurant,"","","",+44 30 28604479,https://moms-restaurant.de,vietnamese,"","",only,only,yes,"","","",Mom's Creation,Mo-Fr 11:00-23:00; Sa-Su 12:00-23:00,yes,"","",yes,"52.515694","13.460728"
node/5739544646,Breite Straße,"20","13597",Spandau,"",restaurant,"","","","","",thai,"","","","","","","","",Phuong Dong,Mo-Sa 11:00-22:00; Su off,"","","",no,"52.536587","13.205171"
node/5741849572,Oraniendamm,"63","13469",Waidmannslust,"",restaurant,"","","24",+49 30 64310720,http://www.duefratelli-berlin.de/,italian,no,"","","","","","","",Due Fratelli,"Mo 10:00-21:30, We-Su 10:00-21:00",yes,outside,yes,"","52.608053","13.323175"
node/5743959921,Rosenthaler Straße,"36","10178",Mitte,"",restaurant,"","","","","",italian,"","","","","","","","",Capvin,"",yes,"","",limited,"52.524694","13.402073"
node/5761495710,"","","","","",restaurant,"","","","","",asian,"","","","","","","","",MiHiQ,"","","","",yes,"52.506444","13.558269"
node/5762368941,Winterfeldtstraße,"36","10781",Schöneberg,"",restaurant,"","","",+49 30 54861525,https://das-belmundo.com/restaurant.html,german,"","",yes,yes,yes,"","","",Belmundo,"Tu-Fr 10:00-22:00; Sa,Su,PH 10:00-20:00",yes,"","",limited,"52.497148","13.355386"
node/5770111753,Moltkestraße,"30","12203","","",restaurant,"","","","","",vietnamese,"","","","","","","","",Minh Huy,Mo off; Tu-Su 12:00-22:00,"","","",limited,"52.440342","13.315793"
node/5770745354,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",Vino e basilico,"",yes,"","",limited,"52.525368","13.393251"
node/5926633971,Suarezstraße,"61","","","",restaurant,"","","","","",spanish,"","","","","","","","",La Candela,"","","","","","52.509756","13.297038"
node/5771841023,Kottbusser Damm,"88","10967",Neukölln,"",restaurant,"","","","","",italian,"","",yes,yes,"","","","",Turtle Pizza,"Mo-Th 11:00-24:00, Fr 11:00-02:00, Su 13:00-24:00, Sa 12:00-24:00",yes,outside,yes,limited,"52.492766","13.422536"
node/5777485254,Lychener Straße,"2","10437",Prenzlauer Berg,"",restaurant,"","","",+49 30 4171700,https://www.pizzanostra.de/,italian,yes,"","","",yes,"","","",Pizza Nostra,Mo-Sa 12:00-00:00; Su 13:00-00:00,yes,"",yes,no,"52.540979","13.414834"
node/5777568654,Wörther Straße,"25","10405",Prenzlauer Berg,"",restaurant,"","","",+49 30 91466366,http://www.a-petit.de,asian,yes,"","","",yes,"","","",A-Petit,Mo-Su 11:30-23:30,yes,outside,yes,no,"52.535828","13.421699"
node/5791778523,Treitschkestraße,"14","12163",Steglitz,"",restaurant,"","","",+49 3091605446,"",italian,"","","","",yes,"","","",Piccola Perla,Tu-Sa 15:00-23:00; Su 14:00-22:00; Mo off,yes,"","","","52.464629","13.320455"
node/5806746783,"","","","","",restaurant,"","","","","",vietnamese,"","","",yes,yes,"","","",Viet Kitchen,Mo-Sa 11:30-22:00; Su 12:00-22:00,yes,"","","","52.479948","13.352133"
node/5810390264,Wilhelmstraße,"45","10117","","",restaurant,"","","","","",turkish,"","","","",yes,"","","",Teras,Mo-Su 09:00-04:00,yes,"","",yes,"52.511747","13.383517"
node/5810884922,Dominicusstraße,"50","10827",Schöneberg,"",restaurant,"","","",+49 30 55247462,"",syrian,"","","","",yes,"","","",Damascus Aroma,"Tu-Th 11:30-15:00,17:00-22:00; Fr 11:30-15:00,17:00-23:00; Sa 17:00-23:00; PH,Su 17:00-22:00; Mo off",yes,"","","","52.480328","13.351244"
node/5813422212,Bergstraße,"62","12169",Steglitz,"",restaurant,"","","20","","",italian,"","","","","","","","",Ristorante A'Marina,Mo-Su 16:00-22:00,yes,outside,"","","52.458994","13.342907"
node/5823108309,Reinhardtstraße,"37","10117",Mitte,"",restaurant,"","","","","",mexican,only,"","","",yes,"","","",Taco Loco / Cantina Mexicana,Mo-Th 12:00-22:00; Fr-Sa 12:00-00:00,sidewalk,"","","","52.522496","13.380158"
node/5823182093,Pflügerstraße,"11","","",no,restaurant,"","","","","",vietnamese,"","","",yes,"","","","",Doca Cuisine,Mo-Su 12:00-23:00,yes,outside,yes,"","52.491336","13.428008"
node/5823398335,Friedrichstraße,"50","10117","","",restaurant,"",Vapiano,"","",https://www.vapiano.de,italian,"","","",yes,yes,"","","",Vapiano,Mo-Su 11:00-00:00,yes,"","",yes,"52.508747","13.390417"
node/5834266985,Richardstraße,"6","12043",Neukölln,"",restaurant,"","","","",https://bottega-n6.eatbu.com/,italian,"","","","","","","","",Bottega No. 6,Mo-Fr 11:00-23:00;Sa-Su 17:00-23:00,yes,"","","","52.478184","13.438803"
node/5836908227,Dircksenstraße,"94","10178",Mitte,"",restaurant,"","","","",http://indian-village.berlin/,indian,"","","","","","","","",Indian Village,Mo-Su 11:00-23:00,"","","","","52.518179","13.415392"
node/5837240985,Wilhelmstraße,"147","13595",Wilhelmstadt,"",restaurant,"","","",+49 30 36433888,http://solopizza.berlin,italian,"","","","","","","","",Solo Pizza,Mo-Th 16:00-23:00; Fr-Sa 14:00-23:00; Su 13:00-21:00,"","","","","52.524349","13.193296"
node/5845753185,Kantstraße,"51","10625","","",restaurant,"","","","","",vietnamese,"","","",yes,"","","","",Shiso Burger,Mo-Sa 12:00-23:00; Su 12:00-10:30,yes,"","",yes,"52.506691","13.309524"
node/5849627751,"","","","","",restaurant,"","","","","",asian,"","","","",yes,"","","",Kyōto,"Mo-Fr,Su 12:00-21:00, Sa 13:00-21:00",yes,"","",yes,"52.512918","13.58885"
node/5861351741,Kollwitzstraße,"48","10405","","",restaurant,"","","","","",vietnamese,"","","","",yes,"","","",Top Tep,"",yes,"","","","52.534404","13.41626"
node/5863244852,Schillerstraße,"73","10627",Charlottenburg,"",restaurant,"","","","","",vietnamese,yes,"",only,yes,"","","","",VND – Viet Next Door,Tu-Sa 12:00-21:00,"",no,"",limited,"52.509763","13.304157"
